Country,ISO,Region,Sub-region,Year,World Bank Classification,r_Gross Domestic Product (PPP),x_y_r_Life Expectancy,x_Social Indicator 2,x_y_r_GNI per capita,y_Economic Indicator 2
Burkina Faso,BFA,Africa,Western Africa,1997,1,8032516578,49.58834,,250,
Burundi,BDI,Africa,Eastern Africa,1997,1,3550000000,50.11985,,140,
Cabo Verde,CPV,Africa,Western Africa,1997,2,881000000,68.55556,,1340,
Cambodia,KHM,Asia,South-eastern Asia,1997,1,9880000000,56.14385,,320,
Cameroon,CMR,Africa,Middle Africa,1997,1,25400000000,52.7261,,640,
Canada,CAN,Americas,Northern America,1997,5,752000000000,78.48049,,21100,
Cayman Islands,CYM,Americas,Caribbean,1997,4,,,,,
Central African Republic,CAF,Africa,Middle Africa,1997,1,2200000000,45.84637,,290,
Chad,TCD,Africa,Middle Africa,1997,1,5940000000,47.53361,,210,
Channel Islands,CHI,Europe,Western Europe,1997,4,,76.827,,,
Chile,CHL,Americas,South America,1997,3,126000000000,75.64637,,5480,
China,CHN,Asia,Eastern Asia,1997,6,2800000000000,70.52268,,750,
Colombia,COL,Americas,South America,1997,2,252000000000,70.075,,2590,
Comoros,COM,Africa,Eastern Africa,1997,1,530000000,59.13559,,460,
"Congo, Dem. Rep.",COD,Africa,Middle Africa,1997,1,21500000000,49.02446,,120,
"Congo, Rep.",COG,Africa,Middle Africa,1997,1,10000000000,51.2022,,590,
Costa Rica,CRI,Americas,Central America,1997,2,25400000000,76.92241,,3330,
Cote d'Ivoire,CIV,Africa,Western Africa,1997,1,35600000000,48.07505,,760,
Croatia,HRV,Europe,Southern Europe,1997,3,42800000000,72.49512,,5470,
Cuba,CUB,Americas,Caribbean,1997,2,84100000000,75.94198,,2500,
Curacao,CUW,Americas,Caribbean,1997,,,,,,
Cyprus,CYP,Asia,Western Asia,1997,4,12000000000,77.56102,,14600,
Czech Republic,CZE,Europe,Eastern Europe,1997,3,151000000000,73.82488,,6110,
Denmark,DNK,Europe,Northern Europe,1997,5,132000000000,75.94512,,35300,
Djibouti,DJI,Africa,Eastern Africa,1997,2,1120000000,57.0112,,740,
Dominica,DMA,Americas,Caribbean,1997,2,405000000,75.95122,,3190,
Dominican Republic,DOM,Americas,Caribbean,1997,2,42700000000,70.09173,,2300,
Ecuador,ECU,Americas,South America,1997,2,70841032129,71.96432,,2190,
"Egypt, Arab Rep.",EGY,Africa,Northern Africa,1997,2,335000000000,67.66407,,1130,
El Salvador,SLV,Americas,Central America,1997,2,25700000000,67.87363,,1860,
Equatorial Guinea,GNQ,Africa,Middle Africa,1997,2,2720000000,51.13959,,970,
Eritrea,ERI,Africa,Eastern Africa,1997,1,4360000000,54.00961,,220,
Estonia,EST,Europe,Northern Europe,1997,3,11000000000,69.80976,,,
Ethiopia,ETH,Africa,Eastern Africa,1997,1,28800000000,50.31805,,140,
Faroe Islands,FRO,Europe,Northern Europe,1997,4,,77.82195,,,
Fiji,FJI,Oceania,Melanesia,1997,2,3770000000,67.03756,,2580,
Finland,FIN,Europe,Northern Europe,1997,5,112000000000,76.87854,,26700,
France,FRA,Europe,Western Europe,1997,5,1340000000000,78.30488,,27100,
French Polynesia,PYF,Oceania,Polynesia,1997,4,,71.33905,,17500,
Gabon,GAB,Africa,Middle Africa,1997,3,17900000000,60.30302,,4260,
"Gambia, The",GMB,Africa,Western Africa,1997,1,1250000000,54.21049,,730,
Georgia,GEO,Asia,Western Asia,1997,2,10100000000,70.71473,,790,
Germany,DEU,Europe,Western Europe,1997,5,2020000000000,77.07317,,30200,
Ghana,GHA,Africa,Western Africa,1997,1,28501368103,57.16424,,400,
Gibraltar,GIB,Europe,Southern Europe,1997,,,,,,
Greece,GRC,Europe,Southern Europe,1997,5,183000000000,78.13659,,14100,
Greenland,GRL,Americas,Northern America,1997,4,,65.79805,,20500,
Grenada,GRD,Americas,Caribbean,1997,3,620000000,69.66163,,2870,
Guam,GUM,Oceania,Micronesia,1997,4,,74.034,,,
Guatemala,GTM,Americas,Central America,1997,2,47300000000,66.0959,,1520,
Guinea,GIN,Africa,Western Africa,1997,1,6820000000,51.60934,,470,
Guinea-Bissau,GNB,Africa,Western Africa,1997,1,1670000000,50.9621,,220,
Guyana,GUY,Americas,South America,1997,2,2570000000,64.5328,,910,
Haiti,HTI,Americas,Caribbean,1997,1,10600000000,56.8929,,,
Honduras,HND,Americas,Central America,1997,1,15359849531,69.63071,,720,
Hong Kong,HKG,Asia,Eastern Asia,1997,4,165000000000,80.12683,,25900,
Hungary,HUN,Europe,Eastern Europe,1997,3,101000000000,70.70244,,4450,
Iceland,ISL,Europe,Northern Europe,1997,5,7310000000,78.88537,,28300,
India,IND,Asia,Southern Asia,1997,1,1670000000000,61.36956,,420,
Indonesia,IDN,Asia,South-eastern Asia,1997,2,1010000000000,65.58217,,1100,
Iran,IRN,Asia,Southern Asia,1997,2,537000000000,69.07632,,1820,
Iraq,IRQ,Asia,Western Asia,1997,2,135000000000,68.99705,,,
Ireland,IRL,Europe,Northern Europe,1997,5,83100000000,75.98537,,20700,
Isle of Man,IMN,Europe,Northern Europe,1997,,,,,17100,
Israel,ISR,Asia,Western Asia,1997,4,125000000000,78,,18000,
Italy,ITA,Europe,Southern Europe,1997,5,1350000000000,78.82439,,22200,
Jamaica,JAM,Americas,Caribbean,1997,2,16000000000,72.01571,,2530,
Japan,JPN,Asia,Eastern Asia,1997,5,3170000000000,80.42415,,40040,
Jordan,JOR,Asia,Western Asia,1997,2,25100000000,71.26356,,1550,
Kazakhstan,KAZ,Asia,Central Asia,1997,2,101000000000,64.46341,,1390,
Kenya,KEN,Africa,Eastern Africa,1997,1,47631244242,52.43754,,390,
Kiribati,KIR,Oceania,Micronesia,1997,2,115000000,63.14461,,1340,
North Korea,PRK,Asia,Eastern Asia,1997,2,,64.44195,,,
South Korea,KOR,Asia,Eastern Asia,1997,5,711000000000,74.2478,,13300,
Kosovo,XKX,Europe,Southern Europe,1997,0,,68.85122,,,
Kuwait,KWT,Asia,Western Asia,1997,4,102000000000,73.07502,,21800,
Kyrgyz Republic,KGZ,Asia,Central Asia,1997,1,6880000000,66.89268,,390,
Lao PDR,LAO,Asia,South-eastern Asia,1997,1,8000000000,57.20344,,370,
Latvia,LVA,Europe,Northern Europe,1997,2,15800000000,69.34927,,2720,
Lebanon,LBN,Asia,Western Asia,1997,3,29300000000,72.98388,,4520,
Lesotho,LSO,Africa,Southern Africa,1997,1,2350000000,53.12676,,760,
Liberia,LBR,Africa,Western Africa,1997,1,,51.63332,,120,
Libya,LBY,Africa,Northern Africa,1997,3,,70.22751,,,
Liechtenstein,LIE,Europe,Western Europe,1997,4,,76.04634,,80100,
Lithuania,LTU,Europe,Northern Europe,1997,2,25300000000,70.90902,,,
Luxembourg,LUX,Europe,Western Europe,1997,5,17900000000,76.88049,,46000,
Macao,MAC,Asia,Eastern Asia,1997,4,12354394459,76.96276,,16990,
"Macedonia, FYR",MKD,Europe,Southern Europe,1997,2,9914628240,72.52915,,2140,
Madagascar,MDG,Africa,Eastern Africa,1997,1,15100000000,56.23351,,250,
Malawi,MWI,Africa,Eastern Africa,1997,1,6840000000,43.6428,,200,
Malaysia,MYS,Asia,South-eastern Asia,1997,3,267000000000,72.27912,,4570,
Maldives,MDV,Asia,Southern Asia,1997,2,,67.27805,,,
Mali,MLI,Africa,Western Africa,1997,1,10700000000,47.96646,,280,
Malta,MLT,Europe,Southern Europe,1997,3,5790000000,77.59024,,10100,
Marshall Islands,MHL,Oceania,Micronesia,1997,2,113000000,,,2520,
Mauritania,MRT,Africa,Western Africa,1997,1,5110000000,59.70227,,580,
Mauritius,MUS,Africa,Eastern Africa,1997,3,8370000000,70.40488,,3900,
Mexico,MEX,Americas,Central America,1997,3,874000000000,73.43715,,4310,
"Micronesia, Fed. Sts.",FSM,Oceania,Micronesia,1997,2,235000000,66.97161,,2110,
Moldova,MDA,Europe,Eastern Europe,1997,1,6920000000,66.5951,,500,
Monaco,MCO,Europe,Western Europe,1997,4,,,,99700,
Mongolia,MNG,Asia,Eastern Asia,1997,1,7820000000,61.73646,,580,
Montenegro,MNE,Europe,Southern Europe,1997,0,,73.54905,,,
Morocco,MAR,Africa,Northern Africa,1997,2,89400000000,67.4712,,1450,
Mozambique,MOZ,Africa,Eastern Africa,1997,1,6250000000,47.19029,,230,
Myanmar,MMR,Asia,South-eastern Asia,1997,1,34000000000,61.0799,,,
Namibia,NAM,Africa,Southern Africa,1997,2,7920000000,58.37493,,2420,
Nauru,NRU,Oceania,Micronesia,1997,,,,,,
Nepal,NPL,Asia,Southern Asia,1997,1,24200000000,60.07168,,220,
Netherlands,NLD,Europe,Western Europe,1997,5,401000000000,77.79439,,29500,
New Caledonia,NCL,Oceania,Melanesia,1997,4,,71.73902,,17810,
New Zealand,NZL,Oceania,Australia and New Zealand,1997,5,72300000000,77.33415,,17200,
Nicaragua,NIC,Americas,Central America,1997,1,11400000000,68.2741,,890,
Niger,NER,Africa,Western Africa,1997,1,5965014652,48.55922,,190,
Nigeria,NGA,Africa,Western Africa,1997,1,242000000000,46.22451,,280,
Northern Mariana Islands,MNP,Oceania,Micronesia,1997,4,,,,,
Norway,NOR,Europe,Northern Europe,1997,5,126000000000,78.14268,,37900,
Oman,OMN,Asia,Western Asia,1997,3,69700000000,70.97898,,6880,
Pakistan,PAK,Asia,Southern Asia,1997,1,330000000000,62.00856,,490,
Palau,PLW,Oceania,Micronesia,1997,3,207000000,,,6370,
Panama,PAN,Americas,Central America,1997,2,21100000000,74.52505,,3600,
Papua New Guinea,PNG,Oceania,Melanesia,1997,2,7890000000,57.90629,,930,
Paraguay,PRY,Americas,South America,1997,2,25300000000,69.32705,,1850,
Peru,PER,Americas,South America,1997,2,124000000000,69.03254,,2250,
Philippines,PHL,Asia,South-eastern Asia,1997,2,232000000000,66.32146,,1230,
Poland,POL,Europe,Eastern Europe,1997,3,345000000000,72.64634,,4200,
Portugal,PRT,Europe,Southern Europe,1997,5,160000000000,75.4122,,12400,
Puerto Rico,PRI,Americas,Caribbean,1997,3,84500000000,74.66663,,8430,
Qatar,QAT,Asia,Western Asia,1997,4,,76.13054,,,
Romania,ROU,Europe,Eastern Europe,1997,2,126000000000,69.00488,,1600,
Russian Federation,RUS,Europe,Eastern Europe,1997,2,843000000000,66.95073,,2650,
Rwanda,RWA,Africa,Eastern Africa,1997,1,3820000000,39.8048,,260,
Samoa,WSM,Oceania,Polynesia,1997,2,511000000,68.37054,,1520,
San Marino,SMR,Europe,Southern Europe,1997,0,,79.47317,,,
Sao Tome and Principe,STP,Africa,Middle Africa,1997,1,,62.8599,,,
Saudi Arabia,SAU,Asia,Western Asia,1997,3,533000000000,71.75429,,8250,
Senegal,SEN,Africa,Western Africa,1997,1,12200000000,57.30337,,540,
Serbia,SRB,Europe,Southern Europe,1997,0,42300000000,72.03902,,2850,
Seychelles,SYC,Africa,Eastern Africa,1997,3,1010000000,71.41463,,7330,
Sierra Leone,SLE,Africa,Western Africa,1997,1,2960000000,36.4262,,220,
Singapore,SGP,Asia,South-eastern Asia,1997,4,139000000000,76.89756,,27750,
Sint Maarten (Dutch part),SXM,Americas,Caribbean,1997,,,,,,
Slovak Republic,SVK,Europe,Eastern Europe,1997,3,54200000000,72.70488,,5400,
Slovenia,SVN,Europe,Southern Europe,1997,4,30300000000,74.70732,,11300,
Solomon Islands,SLB,Oceania,Melanesia,1997,2,620000000,60.90861,,1440,
Somalia,SOM,Africa,Eastern Africa,1997,1,,48.97644,,,
South Africa,ZAF,Africa,Southern Africa,1997,3,307000000000,59.6132,,3780,
South Sudan,SSD,Africa,Eastern Africa,1997,0,,47.89846,,,
Spain,ESP,Europe,Southern Europe,1997,5,715000000000,78.60415,,16000,
Sri Lanka,LKA,Asia,Southern Asia,1997,2,67900000000,69.50466,,800,
St. Kitts and Nevis,KNA,Americas,Caribbean,1997,3,608000000,70.03634,,7520,
St. Lucia,LCA,Americas,Caribbean,1997,3,1040000000,71.15529,,3700,
St. Martin (French part),MAF,Americas,Caribbean,1997,0,,76.37073,,,
St. Vincent and the Grenadines,VCT,Americas,Caribbean,1997,2,566453318,70.58766,,3070,
Sudan,SDN,Africa,Northern Africa,1997,1,51300000000,57.05588,,370,
Suriname,SUR,Americas,South America,1997,2,3470000000,67.85188,,1850,
Swaziland,SWZ,Africa,Southern Africa,1997,2,4474909685,53.43724,,1870,
Sweden,SWE,Europe,Northern Europe,1997,5,216000000000,79.19756,,31400,
Switzerland,CHE,Europe,Western Europe,1997,5,225000000000,79.07951,,48000,
Syrian Arab Republic,SYR,Asia,Western Asia,1997,2,,71.99366,,860,
Tajikistan,TJK,Asia,Central Asia,1997,1,4680000000,62.79734,,170,
Tanzania,TZA,Africa,Eastern Africa,1997,1,32600000000,48.95249,,210,
Thailand,THA,Asia,South-eastern Asia,1997,2,433000000000,70.28239,,2690,
Timor-Leste,TLS,Asia,South-eastern Asia,1997,0,,56.16551,,,
Togo,TGO,Africa,Western Africa,1997,1,4820000000,53.97339,,350,
Tonga,TON,Oceania,Polynesia,1997,2,309000000,70.36368,,2260,
Trinidad and Tobago,TTO,Americas,Caribbean,1997,3,14000000000,68.47261,,4500,
Tunisia,TUN,Africa,Northern Africa,1997,2,47700000000,71.90244,,2160,
Turkey,TUR,Asia,Western Asia,1997,3,520000000000,68.19968,,3190,
Turkmenistan,TKM,Asia,Central Asia,1997,1,13800000000,63.40012,,550,
Turks and Caicos Islands,TCA,Americas,Caribbean,1997,,,,,,
Tuvalu,TUV,Oceania,Polynesia,1997,,19400000,,,,
Uganda,UGA,Africa,Eastern Africa,1997,1,16500000000,44.31888,,300,
Ukraine,UKR,Europe,Eastern Europe,1997,2,172000000000,67.29537,,890,
United Arab Emirates,ARE,Asia,Western Asia,1997,4,216000000000,73.65266,,,
United Kingdom,GBR,Europe,Northern Europe,1997,5,1320000000000,77.21098,,24800,
United States,USA,Americas,Northern America,1997,5,8610000000000,76.42927,,31400,
Uruguay,URY,Americas,South America,1997,3,32100000000,74.005,,6970,
Uzbekistan,UZB,Asia,Central Asia,1997,2,41300000000,66.57112,,610,
Vanuatu,VUT,Oceania,Melanesia,1997,2,356000000,66.3301,,1310,
"Venezuela, RB",VEN,Americas,South America,1997,3,273000000000,71.51227,,3350,
Vietnam,VNM,Asia,South-eastern Asia,1997,1,131000000000,72.40351,,350,
Virgin Islands (U.S.),VIR,Americas,Caribbean,1997,4,,76.80256,,,
West Bank and Gaza,PSE,Asia,Western Asia,1997,0,6931016286,70.14039,,1740,
"Yemen, Rep.",YEM,Asia,Western Asia,1997,1,45000000000,59.74798,,320,
Zambia,ZMB,Africa,Eastern Africa,1997,1,15440560404,42.1582,,400,
Zimbabwe,ZWE,Africa,Eastern Africa,1997,1,24058204473,46.0659,,670,
Taiwan,TWN,Asia,Eastern Asia,1997,4,387000000000,77.04,,14184,
Afghanistan,AFG,Asia,Southern Asia,1998,1,,54.40273,,,
Albania,ALB,Europe,Southern Europe,1998,2,10000000000,73.32659,,900,
Algeria,DZA,Africa,Northern Africa,1998,2,227000000000,69.34095,,1530,
American Samoa,ASM,Oceania,Polynesia,1998,3,,,,,
Andorra,AND,Europe,Southern Europe,1998,,,,,19400,
Angola,AGO,Africa,Middle Africa,1998,1,41406142195,43.71427,,430,
Antigua and Barbuda,ATG,Americas,Caribbean,1998,3,1050000000,72.97378,,7730,
Argentina,ARG,Americas,South America,1998,3,440000000000,73.32768,,7990,
Armenia,ARM,Asia,Western Asia,1998,1,6260000000,70.24022,,590,
Aruba,ABW,Americas,Caribbean,1998,4,,73.64229,,,
Australia,AUS,Oceania,Australia and New Zealand,1998,5,453000000000,78.63171,,21770,
Austria,AUT,Europe,Western Europe,1998,5,212000000000,77.67073,,27900,
Azerbaijan,AZE,Asia,Western Asia,1998,1,23000000000,65.92337,,510,
"Bahamas, The",BHS,Americas,Caribbean,1998,4,5270000000,71.74788,,15800,
Bahrain,BHR,Asia,Western Asia,1998,3,20800000000,74.2031,,10000,
Bangladesh,BGD,Asia,Southern Asia,1998,1,150000000000,64.05915,,400,
Barbados,BRB,Americas,Caribbean,1998,3,2840000000,72.87066,,9700,
Belarus,BLR,Europe,Eastern Europe,1998,2,50958005164,68.40732,,1550,
Belgium,BEL,Europe,Western Europe,1998,5,250000000000,77.47317,,26700,
Belize,BLZ,Americas,Central America,1998,2,1070000000,68.6539,,2790,
Benin,BEN,Africa,Western Africa,1998,1,7830000000,54.89015,,370,
Bermuda,BMU,Americas,Northern America,1998,4,2140000000,,,,
Bhutan,BTN,Asia,Southern Asia,1998,1,1340000000,58.88868,,580,
Bolivia,BOL,Americas,South America,1998,2,27300000000,59.55427,,1000,
Bosnia and Herzegovina,BIH,Europe,Southern Europe,1998,2,14200000000,73.43729,,1310,
Botswana,BWA,Africa,Southern Africa,1998,3,12300000000,50.81234,,3010,
Brazil,BRA,Americas,South America,1998,3,1450000000000,69.1131,,4820,
British Virgin Islands,VGB,Americas,Caribbean,1998,,,,,,
Brunei Darussalam,BRN,Asia,South-eastern Asia,1998,4,19691466924,74.87554,,14530,
Bulgaria,BGR,Europe,Eastern Europe,1998,2,49600000000,71.06098,,1390,
Burkina Faso,BFA,Africa,Western Africa,1998,1,8710000000,49.77693,,250,
Burundi,BDI,Africa,Eastern Africa,1998,1,3750000000,50.69205,,140,
Cabo Verde,CPV,Africa,Western Africa,1998,2,1000000000,68.96641,,1300,
Cambodia,KHM,Asia,South-eastern Asia,1998,1,10500000000,56.79161,,290,
Cameroon,CMR,Africa,Middle Africa,1998,1,27000000000,52.44673,,630,
Canada,CAN,Americas,Northern America,1998,5,790000000000,78.66244,,20800,
Cayman Islands,CYM,Americas,Caribbean,1998,4,,,,,
Central African Republic,CAF,Africa,Middle Africa,1998,1,2320000000,45.37029,,270,
Chad,TCD,Africa,Middle Africa,1998,1,6420000000,47.56322,,220,
Channel Islands,CHI,Europe,Western Europe,1998,4,,77.03966,,,
Chile,CHL,Americas,South America,1998,3,132000000000,76.04466,,5350,
China,CHN,Asia,Eastern Asia,1998,6,3050000000000,70.89046,,800,
Colombia,COL,Americas,South America,1998,2,256000000000,70.39495,,2510,
Comoros,COM,Africa,Eastern Africa,1998,1,543000000,59.27093,,420,
"Congo, Dem. Rep.",COD,Africa,Middle Africa,1998,1,21300000000,49.19244,,120,
"Congo, Rep.",COG,Africa,Middle Africa,1998,1,10500000000,50.84737,,580,
Costa Rica,CRI,Americas,Central America,1998,2,27500000000,77.09693,,3360,
Cote d'Ivoire,CIV,Africa,Western Africa,1998,1,37700000000,47.46351,,750,
Croatia,HRV,Europe,Southern Europe,1998,3,44241626863,72.31707,,5440,
Cuba,CUB,Americas,Caribbean,1998,2,85200000000,76.19307,,2240,
Curacao,CUW,Americas,Caribbean,1998,,,,,,
Cyprus,CYP,Asia,Western Asia,1998,4,12900000000,77.70093,,15800,
Czech Republic,CZE,Europe,Eastern Europe,1998,3,153000000000,74.51463,,6060,
Denmark,DNK,Europe,Northern Europe,1998,5,137000000000,76.13902,,33600,
Djibouti,DJI,Africa,Eastern Africa,1998,2,1140000000,56.98773,,720,
Dominica,DMA,Americas,Caribbean,1998,2,430000000,,,3360,
Dominican Republic,DOM,Americas,Caribbean,1998,2,46200000000,70.26366,,2380,
Ecuador,ECU,Americas,South America,1998,2,73900000000,72.30815,,2170,
"Egypt, Arab Rep.",EGY,Africa,Northern Africa,1998,2,353000000000,68.03659,,1210,
El Salvador,SLV,Americas,Central America,1998,2,27000000000,68.1578,,1950,
Equatorial Guinea,GNQ,Africa,Middle Africa,1998,2,3406837252,51.4882,,790,
Eritrea,ERI,Africa,Eastern Africa,1998,1,4490000000,54.73934,,220,
Estonia,EST,Europe,Northern Europe,1998,3,11600000000,69.35854,,,
Ethiopia,ETH,Africa,Eastern Africa,1998,1,28100000000,50.83029,,130,
Faroe Islands,FRO,Europe,Northern Europe,1998,4,,78.02683,,,
Fiji,FJI,Oceania,Melanesia,1998,2,3860000000,67.23085,,2300,
Finland,FIN,Europe,Northern Europe,1998,5,121000000000,77.09073,,25800,
France,FRA,Europe,Western Europe,1998,5,1410000000000,78.60488,,26000,
French Polynesia,PYF,Oceania,Polynesia,1998,4,,71.7238,,16900,
Gabon,GAB,Africa,Middle Africa,1998,3,18700000000,59.9768,,3930,
"Gambia, The",GMB,Africa,Western Africa,1998,1,1310000000,54.63371,,710,
Georgia,GEO,Asia,Western Asia,1998,2,10500000000,71.00351,,820,
Germany,DEU,Europe,Western Europe,1998,5,2080000000000,77.47561,,28000,
Ghana,GHA,Africa,Western Africa,1998,1,30200000000,57.02393,,400,
Gibraltar,GIB,Europe,Southern Europe,1998,,,,,,
Greece,GRC,Europe,Southern Europe,1998,5,193000000000,77.83902,,13800,
Greenland,GRL,Americas,Northern America,1998,4,,66.15707,,20400,
Grenada,GRD,Americas,Caribbean,1998,3,668000000,69.84746,,2990,
Guam,GUM,Oceania,Micronesia,1998,4,,74.38229,,,
Guatemala,GTM,Americas,Central America,1998,2,50200000000,66.66156,,1600,
Guinea,GIN,Africa,Western Africa,1998,1,7150000000,51.47517,,430,
Guinea-Bissau,GNB,Africa,Western Africa,1998,1,1210000000,51.13063,,150,
Guyana,GUY,Americas,South America,1998,2,2560000000,64.68463,,880,
Haiti,HTI,Americas,Caribbean,1998,1,11000000000,57.16902,,400,
Honduras,HND,Americas,Central America,1998,1,16000000000,69.95898,,750,
Hong Kong,HKG,Asia,Eastern Asia,1998,4,157000000000,80.13171,,24800,
Hungary,HUN,Europe,Eastern Europe,1998,3,107000000000,70.5578,,4460,
Iceland,ISL,Europe,Northern Europe,1998,5,7830000000,79.60244,,29000,
India,IND,Asia,Southern Asia,1998,1,1790000000000,61.80722,,420,
Indonesia,IDN,Asia,South-eastern Asia,1998,1,886000000000,65.82939,,660,
Iran,IRN,Asia,Southern Asia,1998,2,554000000000,69.41556,,1810,
Iraq,IRQ,Asia,Western Asia,1998,2,184000000000,69.13241,,,
Ireland,IRL,Europe,Northern Europe,1998,5,93000000000,76.18049,,21400,
Isle of Man,IMN,Europe,Northern Europe,1998,,,,,18800,
Israel,ISR,Asia,Western Asia,1998,4,132000000000,78.14878,,17700,
Italy,ITA,Europe,Southern Europe,1998,5,1420000000000,78.97561,,22100,
Jamaica,JAM,Americas,Caribbean,1998,2,15800000000,72.08685,,2690,
Japan,JPN,Asia,Eastern Asia,1998,5,3170000000000,80.50146,,34500,
Jordan,JOR,Asia,Western Asia,1998,2,26100000000,71.43288,,1580,
Kazakhstan,KAZ,Asia,Central Asia,1998,2,100000000000,64.56098,,1390,
Kenya,KEN,Africa,Eastern Africa,1998,1,49700000000,51.64259,,440,
Kiribati,KIR,Oceania,Micronesia,1998,2,123610563,63.4329,,1470,
North Korea,PRK,Asia,Eastern Asia,1998,1,,64.19151,,,
South Korea,KOR,Asia,Eastern Asia,1998,3,680000000000,74.68024,,10120,
Kosovo,XKX,Europe,Southern Europe,1998,0,,68.95122,,,
Kuwait,KWT,Asia,Western Asia,1998,4,106000000000,73.15895,,20400,
Kyrgyz Republic,KGZ,Asia,Central Asia,1998,1,7100000000,67.05122,,360,
Lao PDR,LAO,Asia,South-eastern Asia,1998,1,8410000000,57.75756,,310,
Latvia,LVA,Europe,Northern Europe,1998,2,17000000000,69.0122,,2870,
Lebanon,LBN,Asia,Western Asia,1998,3,30700000000,73.46141,,4970,
Lesotho,LSO,Africa,Southern Africa,1998,1,2410000000,51.05507,,680,
Liberia,LBR,Africa,Western Africa,1998,1,1180000000,52.07076,,130,
Libya,LBY,Africa,Northern Africa,1998,3,,70.3418,,,
Liechtenstein,LIE,Europe,Western Europe,1998,4,,77.74634,,77500,
Lithuania,LTU,Europe,Northern Europe,1998,2,27500000000,71.21951,,,
Luxembourg,LUX,Europe,Western Europe,1998,5,18800000000,77.01707,,42800,
Macao,MAC,Asia,Eastern Asia,1998,4,11900000000,77.18661,,15500,
"Macedonia, FYR",MKD,Europe,Southern Europe,1998,2,10400000000,72.77034,,1940,
