Country,Year,Urban Population (As a %),Life Expectancy,World Bank Classification,Continental Classification,Mobile Phone Subscriptions per 100 people,Infant Mortality per 1000 births,Internet Access (Users per 100 people),Trade as a % of GDP,Percentage of Women formally employed,Unmployment %,Fertility Rate (child/woman),"GNI per Capita, PPP(ci$)",Gross Capital Formation (%GDP),Gross Domestic Savings(%GDP),Net ODA received(%GNI),HIV/AIDS newly infected,Tuberculosis Incidence (per100k),World Bank Corruption Index,Transparency International CPI,Political Stability/Absence of Violence Index,Women in National Parliaments,Value Added By Manufacturing(%ofGDP),Value Added By Services(%ofGDP),Government Effectivness Index,Perceived Rule Of Law,Regulatory Quality,Voice And Accountability,Tax Revenue as a % of GDP,Freedom House Ranking,Tertiary Enrollment Rate,Electricity Consumption (kWh/capita),Improved Sanitation Access,ATMs per 100k people,Business Startup Cost (%ofGNIpercap),Market Capitalization of Domestic Companies (%GDP),Bank Branches (per 100k),Primary Education Enrollment,Intentional Homicides (per100k),Poverty Rate (%ofPopUnder$1.90aDay)
Pakistan,2011,37,65.45,3,2,61.81,72.1,9,32.9,24.1,5.1,3.8,4520,14.12,9.11,1.57,12000,276,14.22,25,0.47,22.5,14.32,52.74,21.33,19.72,28.91,24.88,9.19,44,8.67,456.67,56.5,4.88,17.7,15.25,8.81,71.74,8,7.93
Panama,2011,65.4,77.05,6,5,180.08,16.5,42.7,156.6,48.9,4.5,2.5,15830,43.5,32.68,0.35,1000,55,45.97,33,46.45,8.5,6.71,75.34,58.77,55.87,64.93,64.32,,83,42.35,1857.97,72.9,45,9.8,31.08,22.67,97.45,20.6,3.98
Papua New Guinea,2011,13,62.15,3,6,34.22,49.2,2,,70.6,2.4,3.93,2240,,,4.96,2400,432,12.32,22,20.85,0.9,,,26.07,24.41,34.6,49.3,,59,,,18.9,7.2,23.8,97.82,1.84,,,
Peru,2011,77.3,73.84,6,3,109.61,15.6,36.01,56,67.8,3.9,2.53,9670,24.2,29.22,0.38,3100,131,52.61,34,23.22,21.5,16.39,51.86,48.82,30.99,67.3,53.05,15.97,72,,1241.67,72.9,30.91,11.1,47.68,7.01,98.58,9.6,4.34
Philippines,2011,45,67.89,3,2,99.09,24.4,29,67.7,50.9,7,3.09,6890,20.47,16.83,-0.07,4500,322,26.07,26,9.95,22.9,21.09,55.93,57.82,36.15,44.55,47.42,12.38,61,30.92,650.74,71.1,16.89,19.1,73.64,7.7,,9.2,12.73
Russia,2011,73.7,69.66,6,7,142.05,9.8,49,48.4,56.9,6.5,1.58,23360,23.09,31.22,,,91,16.11,24,17.54,13.6,13.26,62.21,40.76,26.76,38.86,25.35,14.05,27,76.5,6485.76,72.3,116.89,2.3,38.52,36.71,97.27,9.7,0.08
Rwanda,2011,24.9,62.16,1,4,39.9,40,7,43.5,86.7,0.6,4.29,1380,23.53,7.77,19.89,7800,82,69.19,50,41.23,56.3,5.3,53.25,57.35,46.48,48.34,11.74,13.15,27,6.74,,58.2,2.75,4.7,,5.51,,,60.31
Senegal,2011,42.5,64.7,1,4,70.16,45.3,9.8,71.1,65.8,10.4,5.17,2120,25.5,7.16,7.44,1500,136,36.49,29,37.91,22.7,14.86,60.73,39.34,39.44,45.02,39.44,19,71,,198.85,45.6,4.57,68,,4.45,70.5,,37.98
South Africa,2011,62.7,55.3,6,7,123.2,37.1,33.97,60.1,43.9,24.7,2.44,11930,19.72,20.53,0.34,360000,922,58.77,41,48.34,42.3,13.31,67.56,66.35,58.69,63.98,66.2,25.18,83,,4606.52,64.1,58.71,0.3,189.48,10.46,,29.9,16.56
Sri Lanka,2011,18.3,74.42,3,2,87.55,9.1,15,55,34.9,4.2,2.17,9120,33.36,20.17,0.94,500,66,44.08,33,24.64,5.8,20.03,59.96,52.13,53.05,50.24,30.05,11.26,45,15.24,505.33,92.7,15.15,30.1,29.77,17.4,95.19,3.6,2.09
Tunisia,2011,66.1,74.34,3,4,115.2,14.2,39.1,105.9,25,18.3,2.15,9610,23.34,16.13,2.12,500,35,55.92,38,34.6,26.7,17.53,59.51,55.92,51.17,46.45,34.74,21.19,23,34.83,1331.48,89.6,21.69,4.2,21.09,16.96,99.63,,1.77
Venezuela,2011,88.8,73.79,6,3,97.56,14.1,40.22,49.6,50.7,8.3,2.44,16620,23.07,33.32,0.02,5900,27,9,19,15.64,17,12.62,41.87,9.48,1.41,6.16,20.66,,42,,3196.89,93.5,41.02,26.1,,16.7,93.88,47.9,
Vietnam,2011,31,75.16,3,2,141.6,19.3,35.07,162.9,72.5,2,1.95,4510,29.75,25.62,2.79,18000,151,30.81,29,53.08,24.4,13.35,36.73,47.39,38.97,31.28,8.45,22.21,20,24.8,1129.73,71.4,19.83,10.7,15.92,3.58,99.4,1.5,4
Albania,2012,54.3,77.44,6,1,110.69,13.8,54.66,85.3,45,13.9,1.74,10450,28.33,9.69,2.86,,16,26.54,33,40.28,15.7,5.33,51.89,45.97,36.62,57.35,50.7,,63,58.57,2118.44,92.1,35.44,22.4,,23.86,96.14,5.5,1.06
Bangladesh,2012,32,70.86,3,2,62.82,35.3,5,48.1,57.3,4.5,2.25,3000,28.26,20.47,1.49,1200,225,20.85,26,9,19.7,16.82,56.16,23.7,19.72,19.43,35.21,9.02,58,13.39,275.7,57.7,3.94,19.6,,7.87,,2.6,16.12
Bolivia,2012,67.3,67.45,3,3,90.44,34,35.34,84.9,64.1,2.7,3.07,5540,17.67,27.06,2.59,1400,127,26.07,34,30.33,25.4,13.44,48.47,43.13,15.49,23.22,45.54,,66,,663.36,48.4,27.98,70.8,16.41,9.71,,12.4,9.07
Brazil,2012,84.9,73.84,6,7,125,14.3,48.56,24.8,59.5,6.1,1.81,14750,21.41,20.05,0.05,43000,43,57.35,43,47.87,8.6,12.58,69.02,50.24,52.11,54.98,61.97,13.85,80,45.24,2463.28,81.6,114.46,4.8,49.88,20.02,95.51,23.8,4.59
Burundi,2012,11.2,55.79,1,4,22.81,59.5,1.22,46.4,83.2,7,6.12,730,28.37,-0.15,21.16,2500,133,1.42,19,5.69,30.5,9.12,42.53,7.58,15.02,19.91,22.07,,35,3.67,,47.5,0.89,18.3,,2.48,,4.5,72.79
Central African Republic,2012,39.3,49.11,1,4,25.26,97.7,3,33.2,72.5,6.9,4.45,940,14.66,4.6,10.35,7700,378,19.91,26,5.21,12.5,6.54,32.26,5.21,3.76,13.27,13.15,9.39,39,2.77,,21.5,0.87,172.6,,0.87,70.84,13.2,67.46
China,2012,51.9,75.39,6,7,80.76,11.5,42.3,48.1,63.8,4.5,1.55,11320,47.23,49.94,0,,76,38.86,39,28.44,21.3,30.66,45.31,57.82,39.44,44.08,4.69,,16,27.18,3474.98,73.1,37.12,2.1,43.19,7.64,,0.8,6.47
Colombia,2012,75.6,73.63,6,3,102.85,14.9,48.98,38.3,55.7,10.6,1.95,11570,23.85,22.07,0.22,10000,32,40.76,36,8.06,12.1,13.36,55.89,57.35,44.6,64.93,46.01,13.27,61,46.22,1149.95,80.2,35.16,7.6,70.90,110.35,94.35,31.3,7.09
Congo,2012,41,57.85,1,4,30.58,80.5,1.68,73.5,70.7,8.2,6.2,610,20.01,14.54,11.01,21000,327,4.74,21,2.84,8.9,17.36,43.24,0.95,1.41,5.21,6.57,,20,7.92,104.75,27.6,0.64,284.7,,0.68,,12.5,77.08
Ecuador,2012,63.1,75.43,6,3,106.23,20.1,35.14,61.8,54.4,4.1,2.6,10360,27.8,26.37,0.17,1400,59,27.96,32,26.07,32.3,13.58,51.35,36.49,12.21,16.11,38.5,,63,39.86,1281.56,82.8,41.51,29.9,,77.29,96.74,12.5,5.88
Georgia,2012,53.2,74.35,6,1,107.81,12.8,36.94,95.9,56.2,15,1.82,7950,28.95,9.3,4.21,1000,119,64.45,52,24.64,12,12.84,66.91,70.14,55.4,73.46,50.23,24.12,58,29.21,2271.37,88.1,60.94,3.8,5.95,26.89,,,15.49
Ghana,2012,52.1,60.98,3,4,100.99,47,10.6,93.2,67.2,3.6,4.24,3540,31.78,19.34,4.52,15000,173,56.4,45,50.24,,6.04,47.46,53.08,54.93,56.4,61.5,,84,12.18,348.25,14.4,5.46,26.7,,5.68,82.19,,16.51
Haiti,2012,54.8,62.03,1,5,59.91,56.2,9.8,70.1,60.6,7,3.17,1630,29.54,-6.71,16.01,2100,213,7.58,19,21.33,4.2,,,1.42,6.1,20.85,25.82,,45,,50.64,26.7,,286.6,,2.69,,10,53.91
Honduras,2012,52.9,72.76,3,5,92.87,19.2,18.12,121.2,42.5,4,2.51,4310,24.56,5.18,3.32,1000,48,18.48,28,34.6,19.5,19.04,57.28,27.49,11.27,46.45,32.86,14.75,52,20.5,711.08,80,23.67,44.3,,23,97.33,92.7,21.36
India,2012,31.6,67.29,3,7,69.92,42.6,12.58,55.8,26.9,3.6,2.51,4860,38.26,31.54,0.09,96000,234,35.07,36,11.85,11,17.09,50.02,48.82,53.05,35.07,60.09,10.83,77,24.37,724.49,37.5,10.99,43.1,69.07,11.19,96.98,3.4,16.29
Indonesia,2012,51.5,68.52,3,2,114.22,25.3,14.52,49.6,51.3,6.1,2.5,9180,35.07,34.68,0.01,70000,407,28.44,32,27.96,18.6,21.45,40.87,46.45,34.27,43.6,51.64,11.38,65,30.66,718.68,58.8,35.85,22.7,46.65,16.93,95.44,0.6,11.76
Jordan,2012,83,73.75,6,2,128.17,16.8,37,120.5,15.3,12.2,3.51,10300,26.9,-1.12,3.79,,5.9,61.14,48,29.86,10.8,18.83,66.81,56.4,62.91,56.87,26.76,15.26,35,47.59,2129.26,98.6,28.37,23.4,87.17,18.5,87.52,2.3,
Kazakhstan,2012,53.5,69.61,6,2,185.82,16,53.32,73.7,67.5,5.3,2.62,19370,25.23,39.73,0.07,2400,126,19.43,28,36.02,24.3,12.05,55.87,40.28,31.46,39.34,15.02,13.31,27,51.32,5180.86,97.5,68.68,0.7,,3.29,99.42,8.7,0.06
Kenya,2012,24.4,60.27,3,4,71.17,39.2,32.1,55.2,62,9.2,4.48,2710,21.54,5.95,5.28,83000,271,11.85,27,10.43,9.8,12.26,50.2,36.02,22.54,42.65,39.91,15.88,57,,156.81,29.6,9.72,40.6,,5.37,86.21,6.5,44.17
Lebanon,2012,87.4,78.91,6,2,80.81,7.9,61.25,133.5,22.8,6.2,1.67,15150,29.4,8.83,1.65,200,15,20.38,30,6.16,3.1,8.37,80.26,44.08,28.17,47.39,34.74,15.48,51,45.58,2797.78,80.7,38.14,35.5,,27.04,90.2,3.9,
Mali,2012,37.6,57.1,1,4,98.38,79.2,2.8,59.1,50.6,8.1,6.4,1750,17.18,13.78,8.32,9200,61,24.17,34,3.79,10.2,,37.11,17.54,30.52,37.44,30.99,12.99,72,6.87,,23.3,3.33,86.2,,4.75,67.01,10.2,47.9
Mexico,2012,78.4,76.35,6,5,83.35,13.1,39.75,66.4,45,4.9,2.3,16260,23.05,21.93,0.04,11000,21,41.71,34,24.17,36.8,17.85,60.13,63.51,35.21,67.77,53.99,,66,28.31,2037.24,83.7,47.04,20.2,44.25,14.93,97.61,21.3,2.68
Mongolia,2012,69.5,68.61,3,2,120.69,22.1,16.4,109.6,56.1,5,2.64,9220,55.9,33.45,3.91,100,428,36.49,36,61.61,14.9,8.42,52.72,30.33,43.19,45.5,51.17,15.31,85,58.74,1597.39,57.9,44.83,2.4,10.52,68.4,97.58,7.1,0.38
Pakistan,2012,37.4,65.72,3,2,67.06,70.6,9.96,32.8,24.4,5.1,3.74,4690,15.08,7.06,0.85,14000,276,13.27,27,0.95,22.5,14.51,53.4,25.12,19.25,25.59,22.54,10.1,43,9.93,451.7,58.3,5.47,16.1,,9.06,71.3,7.8,7
Panama,2012,65.7,77.24,6,5,163.42,16,40.3,150.4,49,4,2.48,17470,44.43,35.38,0.14,1000,51,44.55,38,39.81,8.5,6.65,73.97,62.56,49.3,63.51,62.91,,83,44.15,1973.68,73.4,50.72,8.7,,22.27,97.44,17.5,4.41
Papua New Guinea,2012,13,62.3,3,6,37.8,48,3.5,,70.5,2.5,3.87,2410,,,4.56,2500,432,15.64,25,25.59,2.7,,,26.54,23,33.18,48.83,,59,,,18.9,7.14,20.7,,1.84,87.16,,
Peru,2012,77.6,74.06,6,3,98,14.9,38.2,52.6,68,3.6,2.5,10450,24.61,26.89,0.21,3000,123,43.6,38,19.91,21.5,16.59,53.76,49.29,33.33,68.25,53.05,16.55,71,,1211.32,73.7,37.96,9.9,53.28,7.59,93.06,9.5,4.13
Philippines,2012,44.8,68.01,3,2,105.45,23.9,36.24,64.9,51,7,3.05,7420,18.2,14.94,0,5400,322,33.65,34,14.22,22.9,20.56,56.92,58.77,37.09,52.13,47.42,12.89,62,31.3,672.39,71.8,18.97,19.2,91.69,7.98,,8.8,13.11
Russia,2012,73.8,70.37,6,7,145.33,9.3,63.8,48,57,5.5,1.7,24520,22.94,29.72,,,85,16.11,28,20.38,13.6,13.32,62.86,41.71,23.94,40.28,19.25,14,28,76.11,6617.14,72.2,141.96,2,38.32,38.21,97.33,9.2,0.04
Rwanda,2012,25.9,62.8,1,4,49.67,37.1,8.02,44.1,86.5,0.6,4.14,1490,25.89,7.49,12.33,7700,76,72.99,53,39.34,56.3,5.28,52.18,54.03,47.42,49.76,13.62,,25,6.55,,59.1,4.67,30.2,,5.68,,,60.37
Senegal,2012,42.8,65.32,1,4,83.57,44.1,10.8,76.9,65.9,10.3,5.16,2180,29.1,8.07,7.66,1500,136,50.24,36,41.23,42.7,13.99,60.13,39.34,46.48,50.24,47.89,18.98,71,,209.58,46.1,4.86,64.4,,4.67,73.21,7.9,37.91
South Africa,2012,63.3,56.1,6,7,130.56,36.8,41,60.9,44.2,25,2.41,12220,19.97,18.51,0.28,370000,892,54.5,43,43.13,42.3,13,67.99,63.98,58.22,63.98,65.73,25.59,82,18.99,4405.75,64.7,58.31,0.3,229.03,10.13,,30.8,16.45
Sri Lanka,2012,18.3,74.53,3,2,91.63,8.9,18.29,51.5,35,4,2.14,9980,39.06,27.2,0.73,500,66,52.61,40,23.22,5.8,20.86,59.69,48.34,52.58,48.34,29.58,10.41,45,17.16,524.33,93.8,15.8,26.6,24.80,18.01,95.37,3.3,1.92
Tunisia,2012,66.3,74,3,4,118.11,13.6,41.44,108,25.1,14,2.2,10110,24.69,15.48,2.37,500,37,54.98,41,22.27,26.7,17.05,59.36,53.55,51.17,45.97,42.72,21.13,58,35.18,1417.95,90.3,22.43,4.1,,17.53,99.89,3.1,1.55
Venezuela,2012,88.9,73.93,6,3,102.05,13.8,49.05,50.4,50.9,8.1,2.42,17550,26.6,28.54,0.01,5900,27,6.16,19,17.54,17,12.83,45.28,12.32,0.94,4.74,21.13,,41,,3249.79,94,41.62,27.7,,16.8,93.92,53.8,
Vietnam,2012,31.7,75.32,3,2,145.02,18.8,39.49,156.6,72.8,1.8,1.96,4800,27.24,30.75,2.75,17000,147,36.02,31,54.5,24.4,13.28,37.27,45.5,38.97,27.96,9.39,18.98,19,25.02,1243.45,73.1,20.92,8.8,,3.14,98.2,,3.23
Albania,2013,55.4,77.64,6,1,116.16,13.3,57.2,88.9,44.9,16,1.77,10600,28.36,10.33,2.1,,18,25.59,31,48.82,17.9,5.58,51.13,44.55,36.62,57.82,51.64,16.84,63,62.55,2531.89,92.7,35.2,21.2,,23.34,95.91,4.3,1.23
Bangladesh,2013,32.8,71.25,3,2,74.43,33.5,6.63,46.3,57.4,4.5,2.21,3180,28.39,21.17,1.62,1200,224,20.38,27,7.58,19.7,17.27,56.09,23.7,22.54,21.33,34.74,8.96,56,,293.02,58.7,4.83,18.8,,8.04,,2.8,14.92
Bolivia,2013,67.7,67.91,3,3,97.7,32.8,36.99,81.2,64.2,2.6,3.02,5910,19.02,25.97,2.43,1400,123,33.18,34,36.49,25.4,13.23,48.71,43.6,14.08,24.17,46.48,,69,,705.29,49.3,31.57,68.3,,11.48,,,7.7
Brazil,2013,85.2,74.12,6,7,135.31,14.3,51.04,25.6,59.4,6.5,1.8,15110,21.73,19.42,0.05,44000,43,55.45,42,36.97,8.6,12.31,69.77,50.24,52.58,54.5,59.15,13.65,81,46.45,2529.3,82.1,115.54,5.9,41.38,20.23,93.78,23.6,4.87
Burundi,2013,11.5,56.25,1,4,24.96,57.6,1.26,41.6,83.3,7,6.04,750,28.75,1.9,20.49,2200,128,3.32,21,9.95,30.5,9.46,42.44,14.69,15.02,22.27,22.07,,34,4.41,,47.8,1.39,17.5,,2.94,91.05,4,71.98
Central African Republic,2013,39.5,49.88,1,4,29.47,96.1,3.5,39.5,72.6,7.4,4.37,590,8.69,-1.86,13.26,7700,359,15.64,25,3.32,,8.61,36.67,1.42,0.47,11.37,6.1,,35,,,21.6,1.06,162,,0.92,,,67.76
China,2013,53.2,75.59,6,7,88.71,10.6,45.8,46.6,63.9,4.6,1.56,12270,47.39,49.83,-0.01,,72,47.39,40,27.01,23.4,29.74,46.7,55.45,40.85,44.55,5.16,9.87,17,30.16,3762.08,74.2,46.24,1.9,41.11,7.73,,,1.85
Colombia,2013,75.9,73.81,6,3,104.08,14.5,51.7,37.7,55.8,9.6,1.92,12250,24.31,21.75,0.23,10000,31,41.23,36,10.43,12.1,12.85,56.79,57.82,41.31,63.98,45.07,13.35,61,50.1,1177.11,80.6,38.58,7.5,53.31,142.19,93.08,32.6,6.12
Congo,2013,41.5,58.27,1,4,41.82,78.3,2.2,75.7,70.7,8.2,6.1,630,21.63,13.7,9.5,19000,326,5.21,22,2.37,8.9,17.65,44.28,5.69,2.82,9.95,7.04,,20,6.64,110.04,27.9,0.71,200.1,,0.64,,,74.96
Ecuador,2013,63.3,75.65,6,3,105.64,19.5,40.28,59.6,54.7,4.2,2.57,10880,28.47,26.14,0.16,1300,56,31.75,35,39.34,38.7,13.7,51.75,36.02,18.31,20.38,39.91,,60,40.48,1333.16,83.8,40.62,25.3,,78.59,98.73,11,4.43
Georgia,2013,53.3,74.51,6,1,115.03,12,43.3,102.3,56.5,14.6,1.82,8380,24.78,11.83,4.09,1000,116,66.35,49,32.23,12,13.4,66.57,69.67,53.99,73.93,55.4,23.42,60,34.75,2459.75,87.5,66,3.5,,31.86,,,11.49
Ghana,2013,52.7,61.14,3,4,108.19,45.5,12.3,81.7,67.3,1.8,4.21,3860,27.73,14.46,2.86,14000,168,56.87,46,46.92,10.9,5.49,48.11,50.71,57.28,54.98,61.03,,84,14.3,382.31,14.7,8.11,23.3,,5.85,86.83,,15.27
Haiti,2013,56.2,62.4,1,5,69.4,54.8,10.6,70.5,60.9,6.8,3.1,1690,30.02,-4.01,13.57,1700,206,10.9,19,25.12,4.2,,,2.84,7.98,19.43,25.82,,43,,48.51,27.1,,264.8,,2.68,,,53.76
Honduras,2013,53.5,72.94,3,5,95.92,18.6,17.8,116.3,42.8,3.9,2.44,4430,21.76,1.34,3.67,1000,46,17.06,26,29.38,19.5,18.61,59.55,25.59,10.8,46.92,31.46,15.06,51,21.2,720.98,81.3,24.91,43.9,,23.4,94.63,86.1,18.93
India,2013,32,67.66,3,7,70.78,40.9,15.1,53.6,27,3.6,2.47,5200,34.66,31.68,0.13,93000,228,36.02,36,12.8,11,16.52,50.86,47.87,53.05,35.07,61.5,10.96,76,23.89,765,38.5,12.87,41.2,61.12,11.85,97.74,3.3,
Indonesia,2013,52.3,68.7,3,2,125.36,24.4,14.94,48.6,51.4,6.3,2.48,9710,33.83,33.04,0.01,70000,403,30.81,32,28.91,18.6,21.03,41.52,47.39,37.09,46.45,49.3,11.29,65,31.29,787.68,59.7,42.21,21.9,37.99,17.72,93.29,0.6,9.83
Jordan,2013,83.2,73.9,6,2,141.8,16.3,41.4,114.3,15.6,12.6,3.47,10460,28.06,-1.55,4.22,,6,61.14,45,25.59,12.2,19.42,66.91,53.55,63.38,56.4,24.88,15.31,34,,2103.86,98.6,29.07,22.3,76.69,18.35,,,
Kazakhstan,2013,53.4,70.45,6,2,184.69,14.6,63,65.4,67.7,5.2,2.64,21250,24.57,36.4,0.04,2700,115,19.43,26,34.6,24.3,11.64,58.19,35.55,30.52,37.91,14.08,16.03,26,50.13,4892.5,97.5,70.66,0.6,11.08,3.28,99.39,7.4,0.04
Kenya,2013,24.8,60.95,3,4,71.76,38,39,51.3,62.2,9.1,4.41,2830,20.17,5.18,6.04,85000,259,12.8,27,13.74,18.6,11.72,50.6,39.34,27.7,43.13,41.78,15.48,55,,167.72,29.9,9.86,38.2,,5.5,,6.6,45.68
Lebanon,2013,87.5,79.13,6,2,80.56,7.6,70.5,128,23.3,6.2,1.7,14440,30.41,16.12,1.41,200,15,18.01,28,6.64,3.1,8.57,79.65,42.65,25.35,50.71,33.33,14.87,49,45.95,3194.07,80.7,37.68,35.1,,25.88,88.89,4.5,
Mali,2013,38.4,57.54,1,4,129.07,77.6,3.5,59.9,50.8,8.1,6.31,1780,18.4,10.87,11.29,9400,60,24.64,28,6.16,10.2,,39.97,20.85,26.76,34.12,38.03,13.47,24,,,23.8,3.94,76.7,,4.97,62.66,,47.45
Mexico,2013,78.7,76.53,6,5,87.26,12.5,43.46,64.4,45.1,4.9,2.27,16290,21.66,20.78,0.05,11000,21,38.86,34,22.75,36.8,17.54,62.07,63.03,35.21,67.3,53.52,,65,29.21,2056.96,84.4,46.89,18.6,41.68,14.86,97.49,18.6,2.86
Mongolia,2013,70.4,69.06,3,2,101.36,20.9,17.7,100.3,56.6,5,2.66,10500,53.28,30.74,3.6,100,428,38.39,38,63.51,14.9,9.84,50.45,34.6,43.66,42.18,53.05,15.73,86,62.25,1908.94,58.5,49.85,1.5,,70.91,95.29,7.3,0.3
Pakistan,2013,37.9,65.96,3,2,70.13,69.1,10.9,33.3,24.6,5.1,3.68,4870,14.96,8.18,0.9,15000,275,17.54,28,0.95,20.7,14.12,54.14,24.17,21.13,26.07,24.41,11.18,42,10.37,449.97,60,6.52,15.9,,9.39,70.06,,6.07
Panama,2013,66,77.42,6,5,160.57,15.5,44.03,129.1,49,4.1,2.47,18600,45.84,37.69,0.02,1000,48,46.45,35,41.71,8.5,6.45,71.01,62.56,47.89,63.03,60.56,,82,38.74,2038,73.9,55.95,7.1,,23.59,96.54,17.4,2.86
Papua New Guinea,2013,13,62.45,3,6,40.98,47,5.1,,70.5,2.5,3.81,2540,,,4.45,2500,432,15.17,25,27.49,2.7,,,29.38,17.84,33.18,49.77,,59,,,18.9,7.74,19.9,,1.83,,,
Peru,2013,78,74.28,6,3,98.08,14.2,39.2,49.8,68.2,4,2.48,11250,25.56,25.39,0.19,2900,122,40.76,38,21.33,21.5,16.29,55.5,49.76,33.8,66.82,51.17,16.43,71,,1269.77,74.6,40.68,9.5,40.26,7.72,95.78,6.6,3.7
Philippines,2013,44.6,68.13,3,2,104.5,23.3,37,60.2,51.1,7.1,3.01,8000,20.02,15.81,0.06,6100,322,43.13,36,16.59,27.1,20.41,57.63,59.24,42.25,52.13,47.89,13.31,63,33.61,692.06,72.5,22.07,18.7,79.95,8.3,96.75,9.4,13.49
Russia,2013,73.9,70.37,6,7,152.84,8.9,67.97,47.6,57.1,5.5,1.7,23300,21.13,26.75,,,85,16.59,28,22.27,13.6,13.41,63.31,44.08,24.88,38.39,18.78,13.29,26,78,6539.21,72.2,156.41,1.2,34.53,38.47,97.51,8.9,0.04
Rwanda,2013,26.9,63.39,1,4,56.8,34.7,9,45.4,86.4,0.6,4.01,1540,26.52,9.97,14.71,7600,69,72.51,53,43.6,63.8,5.2,51.73,55.92,51.17,53.55,14.55,,24,7.53,,60,5.18,30.8,,6,96.12,,60.43
Senegal,2013,43.1,65.88,1,4,92.93,43.1,13.1,77.7,66,10.3,5.13,2200,27.54,6.67,6.86,1500,136,50.71,41,44.08,42.7,13.88,60.78,40.76,46.48,52.61,50.7,,75,,219.25,46.6,4.81,64.3,,4.58,,,37.84
South Africa,2013,63.8,56.74,6,7,145.64,35.3,46.5,64,44.5,24.6,2.39,12520,21.05,18.66,0.36,370000,860,55.92,42,45.02,42.3,13.04,67.83,66.35,58.22,64.93,65.73,25.98,81,19.66,4325.52,65.3,58.99,0.3,256.48,10.24,,31.9,16.34
Sri Lanka,2013,18.3,74.65,3,2,95.5,8.7,21.9,49.3,35.1,4.4,2.11,10350,33.25,24.63,0.55,500,66,52.13,37,26.07,5.8,19.28,60.48,48.34,46.95,47.87,28.64,10.49,43,18.94,525.88,94.8,16.48,26.1,25.31,18.31,96.51,2.9,1.76
Tunisia,2013,66.5,74.04,3,4,115.6,13.1,43.8,104.8,25.1,13.3,2.2,10450,23,13.68,1.61,500,34,54.98,41,18.48,26.7,16.74,60.34,51.66,48.83,40.76,44.6,,58,34.14,1434.62,90.9,23.36,4.7,,18.16,99.61,,1.33
Venezuela,2013,88.9,74.07,6,3,101.61,13.5,54.9,54.3,51.1,7.5,2.39,17730,27.27,22.52,0.01,5800,27,6.16,20,16.11,17,12.61,45.66,11.85,0.94,2.84,21.6,,39,,3245.07,94.4,43.53,35.6,,16.69,93.2,,
Vietnam,2013,32.3,75.48,3,2,134.97,18.3,43.9,165.1,73,2.2,1.96,5070,26.68,28.83,2.49,16000,144,36.49,31,55.45,24.4,13.34,38.74,46.45,39.91,29.38,11.74,19.07,19,25.01,1305.58,74.7,22.12,7.7,23.40,3.69,98.11,,3.15
Albania,2014,56.4,77.83,6,1,105.47,12.9,60.1,75.5,44.8,16.1,1.78,11170,24.59,5.6,2.14,,19,35.58,33,60.48,20,5.48,52.43,51.44,40.87,60.1,53.2,18.31,67,62.71,,93.2,34.57,10.1,,21.95,95.92,4,1.4
Bangladesh,2014,33.5,71.63,3,2,80.04,32.1,13.9,44.5,57.6,4.3,2.18,3350,28.58,22.04,1.31,1100,227,18.75,25,16.19,19.8,17.43,56.28,22.12,25.96,18.27,33,,53,13.44,,59.6,5.65,16.8,,8.22,,2.8,13.72
Bolivia,2014,68.1,68.34,3,3,96.34,31.7,34.6,85.3,64.4,2.7,2.97,6320,21.03,22.36,2.15,1400,120,29.81,35,33.33,53.1,12.98,50.18,29.81,12.5,20.19,47.78,,67,,,50.2,34.79,61.5,,15.05,,,6.81
Brazil,2014,85.4,74.4,6,7,138.95,14.4,54.55,25.1,59.4,6.8,1.79,15650,20.86,18.13,0.04,44000,41,44.23,43,42.86,9.9,11.67,70.81,47.12,55.29,51.44,61.58,13.15,81,,,82.7,114.79,5.5,34.91,21.05,,24.6,3.66
Burundi,2014,11.8,56.69,1,4,30.46,55.8,1.38,41.3,83.4,6.9,5.95,770,27.81,2.04,16.22,1900,126,9.62,20,19.52,30.5,9.75,42.43,13.94,16.83,27.4,20.2,,34,,,48,1.35,13.4,,2.87,95.68,4,71.17
Central African Republic,2014,39.8,50.66,1,4,24.54,93.5,4.03,50.6,72.6,7.4,4.29,600,10.2,-14.33,35.69,7400,375,10.58,24,0.48,,8.07,41.19,1.44,1.44,7.21,8.87,,6,,,21.7,,226,,,,,68.06
China,2014,54.4,75.78,6,7,92.27,9.8,47.9,45.7,64,4.7,1.56,13460,47.01,49.52,-0.01,,69,47.12,36,28.57,23.4,,47.84,65.38,42.79,44.71,5.42,9.67,17,39.39,,75.4,54.44,0.9,57.29,7.97,,,1.85
Colombia,2014,76.2,73.99,6,3,113.08,14.1,52.57,37.3,56,10.1,1.9,12950,26.26,20.87,0.33,10000,30,42.79,37,10.95,19.9,12.45,58.04,49.04,42.31,67.79,45.81,14.69,62,51.29,,81.1,40.08,7.5,38.78,253.19,92.26,27.9,5.68
Congo,2014,42,58.66,1,4,53.49,76.5,3,80.1,70.7,8,6.01,680,21.64,14.33,8.06,18000,325,6.73,22,4.76,10.6,17.75,45.66,4.33,4.33,6.73,11.82,,20,,,28.3,1.09,30,,0.78,,,72.84
